total_words_per_doc,avg_word_length,total_num_sent,avg_sent_length,token_type_ratio,symbol_word_ratio,num_non_alphabet_words,num_stopwords_per_doc,num_abbreviations_per_doc,num_exact_duplicates,num_near_duplicates,id,name,lang
3.410008297041262,0.6414027131290534,7.683516549832104,2.0594708920415745,0.13597412070723,0.2317209347832649,2.5179129613212337,7.874456807507149,2.227237484327682,0.1181086464320226,7.504027228349819,8d51d37e-904a-4fb5-8fba-f711d193ced4,DATASET_1,de
1.0797690586326292,0.6846167139923218,7.350843426582618,0.9160399357384452,1.8736282339163788,0.3958993307148948,2.5427227441865847,6.495718257953737,4.7856932065035,4.024485834025636,0.6436495525393626,391de498-c546-42c8-b52e-2332f693e5ff,DATASET_1,de
7.296393586724061,2.8754966060219616,2.120967692492909,0.7309555540365953,2.912394203302851,0.7476783908587625,0.4887890409373661,7.768113357534613,4.830809472793028,2.278944788455684,7.507080647209372,d099e6c5-ff9b-4f13-9c45-76e25d349221,DATASET_1,de
2.673028147769071,2.015534333374525,6.8450909990693605,0.9003174538450004,2.675669368649619,0.4129856874209913,2.0633769437273557,5.420765787051027,5.787335263907748,8.785199346413686,7.311223111384843,bc871cf3-bf9e-4b1e-aa26-2adfcaf0b317,DATASET_1,de
2.361038948751781,1.9623294680560652,7.747270030352072,3.611747654803828,0.7516136012307841,0.4345992245332525,2.815611680499896,4.413256331072169,2.657467682721663,1.034713001885702,4.221404365173069,477e5a17-1fdc-468e-bfef-34a401a04669,DATASET_1,de
3.496982971320768,1.3030107021336734,2.219024135561752,1.023028467437348,0.2620562141590872,0.1225430001316913,0.0175895102618462,6.34255655128512,5.265097960654005,8.99392397510456,0.5524074728384543,6836d178-e61c-4581-9078-d0a755f03ef8,DATASET_1,de
7.685617790136571,2.452028244164606,7.294432588161204,4.641384605510367,3.228797308623411,0.7927805418478164,1.3288261428236534,8.92054579484276,3.0570818320708546,8.25375681275991,0.0926214764958173,0c1b91f2-22c2-4b46-85cb-591ac7868cf6,DATASET_1,de
6.568420545138469,1.667161891591347,4.240398493197685,2.715051468889993,3.4949628100997456,0.1492006840310215,0.3127277995956586,0.730055860388503,6.944008107332036,1.0069788612343884,0.6254302209620786,9bb42d8f-8b78-4569-956d-41ac20e94ced,DATASET_1,de
3.2073659696129804,1.402448091410391,1.7594300694655778,3.7962783927097634,2.326504774535608,0.5816349035491435,1.5953738686961347,8.669616126294239,0.5865519745178703,0.4661113993489088,2.0722138339065745,d4357576-4acd-4b40-b0fb-c254c50cdeea,DATASET_1,de
6.19331951279698,2.6174516379099786,6.263787610186629,4.024240037166534,2.031072640428349,0.4075058058998345,2.9641851364529126,4.946373664969442,1.4914333807052933,5.329386123057066,0.7971002915351706,52bb2bcd-610b-433a-babd-61f55a8111a9,DATASET_1,de
2.929257396888765,0.8693300012271141,6.172598726795479,2.2467592081288883,0.7234642020859514,0.4067487056638126,0.3735661437973031,1.7750573496565822,2.2504893049965764,7.354720224979506,6.410423325767868,46f19e3e-07c6-4c67-973b-ff9e5a270e36,DATASET_1,de
0.4299222430031628,1.590744355381342,6.629502881143174,2.142141816009397,3.274096183597917,0.9059283358327486,1.1837719057499552,6.91294280480466,6.910551702150185,8.578934017954841,4.693951947726812,4fee19c9-d2ed-43b6-8f7a-74ed609097b3,DATASET_1,de
1.8227537298241376,3.573489990314473,8.563010079995014,4.7037875577468,3.0824108763013176,0.4541906023356339,2.222269931518312,7.800190026213487,5.690466485725969,6.56800382378934,1.5290255819100933,5dcae9b2-7511-40c1-903f-776e645c9584,DATASET_1,de
5.073714035777136,1.336511570079162,0.077122110746732,2.7394503247371182,2.6014617802964533,0.3490519241893072,1.971006763623726,2.939346976549018,1.0847741879194293,4.239073264099793,1.5135370808461417,0aec882e-86ac-46f7-9e9e-5997d82389e1,DATASET_1,de
6.6243992040751065,2.008535058584441,1.7066270338387628,2.0745492306326825,0.2175319899505146,0.0234952944331179,0.4820573374039593,7.59198991355696,3.693089227650258,7.431716416263823,5.681017463734771,7be9598f-df37-4827-bc28-eaf401fca7e5,DATASET_1,de
